"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"SURVEY","2022","DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","PEAS","PEAS, GREEN, PROCESSING - PRICE RECEIVED, PARITY, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","1,080",""
"SURVEY","2022","DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","PECANS","PECANS - PRICE RECEIVED, PARITY, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","6.79",""
"SURVEY","2022","DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","PISTACHIOS","PISTACHIOS - PRICE RECEIVED, PARITY, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","9.38",""
"SURVEY","2022","DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","PLUMS","PLUMS, FRESH MARKET - PRICE RECEIVED, PARITY, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","3,370",""
"SURVEY","2022","DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","POTATOES","POTATOES, FRESH MARKET - PRICE RECEIVED, PARITY, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","39.7",""
"SURVEY","2022","DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","PRUNES","PRUNES, PROCESSING - PRICE RECEIVED, PARITY, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","964",""
"SURVEY","2022","DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","PRUNES","PRUNES, PROCESSING, DRIED - PRICE RECEIVED, PARITY, MEASURED IN $ / TON, DRY BASIS","TOTAL","NOT SPECIFIED","6,820",""
"SURVEY","2022","DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, PARITY, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","386",""
"SURVEY","2022","DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES, PROCESSING - PRICE RECEIVED, PARITY, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","153",""
"SURVEY","2022","DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","SWEET CORN","SWEET CORN, FRESH MARKET - PRICE RECEIVED, PARITY, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","106",""
"SURVEY","2022","DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","SWEET CORN","SWEET CORN, PROCESSING - PRICE RECEIVED, PARITY, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","335",""
"SURVEY","2022","DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","SWEET POTATOES","SWEET POTATOES - PRICE RECEIVED, PARITY, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","76",""
"SURVEY","2022","DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","TANGERINES","TANGERINES - PRICE RECEIVED, PARITY, MEASURED IN $ / BOX","TOTAL","NOT SPECIFIED","79.4",""
"SURVEY","2022","DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","TOMATOES","TOMATOES, FRESH MARKET - PRICE RECEIVED, PARITY, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","151",""
"SURVEY","2022","DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","TOMATOES","TOMATOES, PROCESSING - PRICE RECEIVED, PARITY, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","297",""
"SURVEY","2022","DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","WALNUTS","WALNUTS, ENGLISH - PRICE RECEIVED, PARITY, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","7,640",""
"SURVEY","2022","FEB","","NATIONAL","US TOTAL","","","","","","","","00000000","","ALMONDS","ALMONDS - PRICE RECEIVED, PARITY, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","8.68",""
"SURVEY","2022","FEB","","NATIONAL","US TOTAL","","","","","","","","00000000","","APPLES","APPLES, FRESH MARKET - PRICE RECEIVED, PARITY, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","1.43",""
"SURVEY","2022","FEB","","NATIONAL","US TOTAL","","","","","","","","00000000","","APPLES","APPLES, PROCESSING - PRICE RECEIVED, PARITY, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","704",""
"SURVEY","2022","FEB","","NATIONAL","US TOTAL","","","","","","","","00000000","","APRICOTS","APRICOTS, FRESH MARKET - PRICE RECEIVED, PARITY, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","4,270",""
"SURVEY","2022","FEB","","NATIONAL","US TOTAL","","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, PARITY, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","6,320",""
"SURVEY","2022","FEB","","NATIONAL","US TOTAL","","","","","","","","00000000","","CARROTS","CARROTS, FRESH MARKET - PRICE RECEIVED, PARITY, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","92.6",""
"SURVEY","2022","FEB","","NATIONAL","US TOTAL","","","","","","","","00000000","","CAULIFLOWER","CAULIFLOWER, FRESH MARKET - PRICE RECEIVED, PARITY, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","149",""
"SURVEY","2022","FEB","","NATIONAL","US TOTAL","","","","","","","","00000000","","CELERY","CELERY, FRESH MARKET - PRICE RECEIVED, PARITY, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","72.8",""
"SURVEY","2022","FEB","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHERRIES","CHERRIES, SWEET - PRICE RECEIVED, PARITY, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","7,310",""
"SURVEY","2022","FEB","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHERRIES","CHERRIES, TART - PRICE RECEIVED, PARITY, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","1.02",""
"SURVEY","2022","FEB","","NATIONAL","US TOTAL","","","","","","","","00000000","","CRANBERRIES","CRANBERRIES - PRICE RECEIVED, PARITY, MEASURED IN $ / BARREL","TOTAL","NOT SPECIFIED","113",""
"SURVEY","2022","FEB","","NATIONAL","US TOTAL","","","","","","","","00000000","","DATES","DATES - PRICE RECEIVED, PARITY, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","7,520",""
"SURVEY","2022","FEB","","NATIONAL","US TOTAL","","","","","","","","00000000","","GRAPEFRUIT","GRAPEFRUIT - PRICE RECEIVED, PARITY, MEASURED IN $ / BOX","TOTAL","NOT SPECIFIED","32",""
"SURVEY","2022","FEB","","NATIONAL","US TOTAL","","","","","","","","00000000","","GRAPES","GRAPES, WINE TYPE - PRICE RECEIVED, PARITY, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","2,710",""
"SURVEY","2022","FEB","","NATIONAL","US TOTAL","","","","","","","","00000000","","HAZELNUTS","HAZELNUTS - PRICE RECEIVED, PARITY, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","7,860",""
"SURVEY","2022","FEB","","NATIONAL","US TOTAL","","","","","","","","00000000","","KIWIFRUIT","KIWIFRUIT - PRICE RECEIVED, PARITY, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","4,370",""
"SURVEY","2022","FEB","","NATIONAL","US TOTAL","","","","","","","","00000000","","LEMONS","LEMONS - PRICE RECEIVED, PARITY, MEASURED IN $ / BOX","TOTAL","NOT SPECIFIED","69.3",""
"SURVEY","2022","FEB","","NATIONAL","US TOTAL","","","","","","","","00000000","","LETTUCE","LETTUCE, HEAD - PRICE RECEIVED, PARITY, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","90.9",""
"SURVEY","2022","FEB","","NATIONAL","US TOTAL","","","","","","","","00000000","","MELONS","MELONS, HONEYDEW - PRICE RECEIVED, PARITY, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","71.4",""
"SURVEY","2022","FEB","","NATIONAL","US TOTAL","","","","","","","","00000000","","NECTARINES","NECTARINES, FRESH MARKET - PRICE RECEIVED, PARITY, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","2,880",""
"SURVEY","2022","FEB","","NATIONAL","US TOTAL","","","","","","","","00000000","","OLIVES","OLIVES, PROCESSING, CANNED - PRICE RECEIVED, PARITY, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","3,830",""
"SURVEY","2022","FEB","","NATIONAL","US TOTAL","","","","","","","","00000000","","ONIONS","ONIONS, DRY - PRICE RECEIVED, PARITY, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","48.2",""
"SURVEY","2022","FEB","","NATIONAL","US TOTAL","","","","","","","","00000000","","ORANGES","ORANGES - PRICE RECEIVED, PARITY, MEASURED IN $ / BOX","TOTAL","NOT SPECIFIED","36.6",""
"SURVEY","2022","FEB","","NATIONAL","US TOTAL","","","","","","","","00000000","","PAPAYAS","PAPAYAS, FRESH MARKET - PRICE RECEIVED, PARITY, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","1.43",""
"SURVEY","2022","FEB","","NATIONAL","US TOTAL","","","","","","","","00000000","","PEACHES","PEACHES, FRESH MARKET - PRICE RECEIVED, PARITY, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","3,790",""
"SURVEY","2022","FEB","","NATIONAL","US TOTAL","","","","","","","","00000000","","PEARS","PEARS, FRESH MARKET - PRICE RECEIVED, PARITY, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","2,110",""
"SURVEY","2022","FEB","","NATIONAL","US TOTAL","","","","","","","","00000000","","PISTACHIOS","PISTACHIOS - PRICE RECEIVED, PARITY, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","8.64",""
"SURVEY","2022","FEB","","NATIONAL","US TOTAL","","","","","","","","00000000","","PLUMS","PLUMS, FRESH MARKET - PRICE RECEIVED, PARITY, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","2,920",""
"SURVEY","2022","FEB","","NATIONAL","US TOTAL","","","","","","","","00000000","","POTATOES","POTATOES, FRESH MARKET - PRICE RECEIVED, PARITY, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","37.2",""
"SURVEY","2022","FEB","","NATIONAL","US TOTAL","","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES, FRESH MARKET - PRICE RECEIVED, PARITY, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","348",""
"SURVEY","2022","FEB","","NATIONAL","US TOTAL","","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES, PROCESSING - PRICE RECEIVED, PARITY, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","135",""
"SURVEY","2022","FEB","","NATIONAL","US TOTAL","","","","","","","","00000000","","SWEET POTATOES","SWEET POTATOES - PRICE RECEIVED, PARITY, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","70",""
"SURVEY","2022","FEB","","NATIONAL","US TOTAL","","","","","","","","00000000","","TOMATOES","TOMATOES, FRESH MARKET - PRICE RECEIVED, PARITY, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","139",""
"SURVEY","2022","FEB","","NATIONAL","US TOTAL","","","","","","","","00000000","","WALNUTS","WALNUTS, ENGLISH - PRICE RECEIVED, PARITY, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","7,690",""
"SURVEY","2022","JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","ALMONDS","ALMONDS - PRICE RECEIVED, PARITY, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","8.54",""
"SURVEY","2022","JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","APPLES","APPLES, FRESH MARKET - PRICE RECEIVED, PARITY, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","1.41",""
"SURVEY","2022","JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","APPLES","APPLES, PROCESSING - PRICE RECEIVED, PARITY, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","692",""
"SURVEY","2022","JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","APRICOTS","APRICOTS, FRESH MARKET - PRICE RECEIVED, PARITY, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","4,200",""
"SURVEY","2022","JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","APRICOTS","APRICOTS, PROCESSING, (EXCL DRIED) - PRICE RECEIVED, PARITY, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","1,750",""
"SURVEY","2022","JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","APRICOTS","APRICOTS, PROCESSING, DRIED - PRICE RECEIVED, PARITY, MEASURED IN $ / TON, DRY BASIS","TOTAL","NOT SPECIFIED","10,520",""
"SURVEY","2022","JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","ARTICHOKES","ARTICHOKES, FRESH MARKET - PRICE RECEIVED, PARITY, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","153",""
"SURVEY","2022","JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","ASPARAGUS","ASPARAGUS, FRESH MARKET - PRICE RECEIVED, PARITY, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","403",""
"SURVEY","2022","JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","ASPARAGUS","ASPARAGUS, PROCESSING - PRICE RECEIVED, PARITY, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","5,080",""
"SURVEY","2022","JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, PARITY, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","6,220",""
"SURVEY","2022","JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","BEANS","BEANS, GREEN, LIMA, PROCESSING - PRICE RECEIVED, PARITY, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","2,250",""
"SURVEY","2022","JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","BEANS","BEANS, SNAP, FRESH MARKET - PRICE RECEIVED, PARITY, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","152",""
"SURVEY","2022","JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","BEANS","BEANS, SNAP, PROCESSING - PRICE RECEIVED, PARITY, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","709",""
"SURVEY","2022","JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","BEETS","BEETS, PROCESSING - PRICE RECEIVED, PARITY, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","262",""
"SURVEY","2022","JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","BLACKBERRIES","BLACKBERRIES - PRICE RECEIVED, PARITY, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","20.8",""
"SURVEY","2022","JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","BOYSENBERRIES","BOYSENBERRIES - PRICE RECEIVED, PARITY, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","2.96",""
"SURVEY","2022","JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","BROCCOLI","BROCCOLI, FRESH MARKET - PRICE RECEIVED, PARITY, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","141",""
"SURVEY","2022","JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","CABBAGE","CABBAGE, FRESH MARKET - PRICE RECEIVED, PARITY, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","46.4",""
"SURVEY","2022","JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","CABBAGE","CABBAGE, PROCESSING - PRICE RECEIVED, PARITY, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","202",""
"SURVEY","2022","JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","CARROTS","CARROTS, FRESH MARKET - PRICE RECEIVED, PARITY, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","91.1",""
"SURVEY","2022","JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","CAULIFLOWER","CAULIFLOWER, FRESH MARKET - PRICE RECEIVED, PARITY, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","146",""
"SURVEY","2022","JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","CELERY","CELERY, FRESH MARKET - PRICE RECEIVED, PARITY, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","71.6",""
"SURVEY","2022","JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHERRIES","CHERRIES, SWEET - PRICE RECEIVED, PARITY, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","7,190",""
"SURVEY","2022","JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHERRIES","CHERRIES, TART - PRICE RECEIVED, PARITY, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","1.01",""
"SURVEY","2022","JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","CRANBERRIES","CRANBERRIES - PRICE RECEIVED, PARITY, MEASURED IN $ / BARREL","TOTAL","NOT SPECIFIED","112",""
"SURVEY","2022","JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","CUCUMBERS","CUCUMBERS, FRESH MARKET - PRICE RECEIVED, PARITY, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","76.6",""
"SURVEY","2022","JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","DATES","DATES - PRICE RECEIVED, PARITY, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","7,390",""
"SURVEY","2022","JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGPLANT","EGGPLANT, FRESH MARKET - PRICE RECEIVED, PARITY, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","81",""
"SURVEY","2022","JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","GARLIC","GARLIC - PRICE RECEIVED, PARITY, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","98.5",""
"SURVEY","2022","JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","GOOSEBERRIES","GOOSEBERRIES - PRICE RECEIVED, PARITY, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","1.24",""
"SURVEY","2022","JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","GRAPEFRUIT","GRAPEFRUIT - PRICE RECEIVED, PARITY, MEASURED IN $ / BOX","TOTAL","NOT SPECIFIED","31.5",""
"SURVEY","2022","JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","GRAPES","GRAPES, EXCL RAISIN TYPE, PROCESSING, DRIED - PRICE RECEIVED, PARITY, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","2,200",""
"SURVEY","2022","JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","GRAPES","GRAPES, RAISIN TYPE - PRICE RECEIVED, PARITY, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","4,940",""
"SURVEY","2022","JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","GRAPES","GRAPES, WINE TYPE - PRICE RECEIVED, PARITY, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","2,670",""
"SURVEY","2022","JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","HAZELNUTS","HAZELNUTS - PRICE RECEIVED, PARITY, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","7,730",""
"SURVEY","2022","JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","KIWIFRUIT","KIWIFRUIT - PRICE RECEIVED, PARITY, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","4,300",""
"SURVEY","2022","JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","LEMONS","LEMONS - PRICE RECEIVED, PARITY, MEASURED IN $ / BOX","TOTAL","NOT SPECIFIED","68.2",""
"SURVEY","2022","JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","LETTUCE","LETTUCE, HEAD - PRICE RECEIVED, PARITY, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","89.4",""
"SURVEY","2022","JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","LOGANBERRIES","LOGANBERRIES - PRICE RECEIVED, PARITY, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","2.02",""
"SURVEY","2022","JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","MELONS","MELONS, CANTALOUP - PRICE RECEIVED, PARITY, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","71.6",""
"SURVEY","2022","JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","MELONS","MELONS, HONEYDEW - PRICE RECEIVED, PARITY, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","70.2",""
"SURVEY","2022","JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","MELONS","MELONS, WATERMELON - PRICE RECEIVED, PARITY, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","28.4",""
"SURVEY","2022","JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","NECTARINES","NECTARINES, FRESH MARKET - PRICE RECEIVED, PARITY, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","2,830",""
"SURVEY","2022","JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","NECTARINES","NECTARINES, PROCESSING - PRICE RECEIVED, PARITY, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","141",""
"SURVEY","2022","JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","OLIVES","OLIVES, PROCESSING, (EXCL CRUSHED) - PRICE RECEIVED, PARITY, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","3,280",""
"SURVEY","2022","JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","OLIVES","OLIVES, PROCESSING, CANNED - PRICE RECEIVED, PARITY, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","3,760",""
"SURVEY","2022","JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","OLIVES","OLIVES, PROCESSING, CRUSHED - PRICE RECEIVED, PARITY, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","2,120",""
"SURVEY","2022","JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","ONIONS","ONIONS, DRY - PRICE RECEIVED, PARITY, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","47.4",""
"SURVEY","2022","JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","ORANGES","ORANGES - PRICE RECEIVED, PARITY, MEASURED IN $ / BOX","TOTAL","NOT SPECIFIED","36",""
"SURVEY","2022","JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","PAPAYAS","PAPAYAS, FRESH MARKET - PRICE RECEIVED, PARITY, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","1.41",""
"SURVEY","2022","JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","PEACHES","PEACHES, CLINGSTONE, PROCESSING - PRICE RECEIVED, PARITY, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","1,320",""
"SURVEY","2022","JAN","","NATIONAL","US TOTAL","","","","","","","","00000000","","PEACHES","PEACHES, FREESTONE - PRICE RECEIVED, PARITY, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","1,140",""
